region,zone,woreda,adm3_pcode,hf_name,hf_id,otp_admitted_t1,otp_admitted_t2,otp_active_t1,otp_active_t2,lmri_t1_days,lmri_t2_days,lmri_t1_critical (0/1),lmri_t2_critical (0/1),lmri_delta (t2_days - t1_days),reporting_months_t1,reporting_months_t2,data_reliability_score_t2 (reporting_months_t2 / 6),low_data_flag (1 si DRS < 0.5),rutf_supply_modality_t1,rutf_supply_modality_t2
Tigray,Central,Naeder,ET010209,Serihka Blae Health Post,ET010209|serihka blae health post|01,9,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Mayweyni HC,ET010205|mayweyni hc|01,18,3,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,0.0,1.0
Tigray,Central,Lailay Maichew,ET010205,Miha,ET010205|miha|01,20,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Central,Naeder,ET010209,Golgol Chemo,ET010209|golgol chemo|01,13,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Gura Dhamole,ET041115,Wodessa health post,ET041115|wodessa health post|01,ND,ND,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Gitto health post,ET010207|gitto health post|01,1,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Rayitu,ET042104,Dhadacha Baldha Health Center,ET042104|dhadacha baldha health center|01,55,48,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,East Bale,Rayitu,ET042104,Halo Choma,ET042104|halo choma|01,24,44,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Rayitu,ET042104,Adala Health Center,ET042104|adala health center|01,18,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Rayitu,ET042104,Kare Tule,ET042104|kare tule|01,30,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Rayitu,ET042104,Bara Dimtu Health Center,ET042104|bara dimtu health center|01,3,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Oromia,East Bale,Rayitu,ET042104,Bokol Health Post,ET042104|bokol health post|01,8,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Lalisa Bareda,ET040211|lalisa bareda|01,13,14,1,1,90.0,30.0,1.0,0.0,-60.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,D/shewit Health post,ET010206|d/shewit health post|01,4,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Kewanit Health Post,ET010206|kewanit health post|01,14,39,1,1,0.0,13.0,0.0,0.0,13.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Milki Gudina,ET040211|milki gudina|01,ND,14,1,1,180.0,0.0,1.0,0.0,-180.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Ballo Health center,ET040211|ballo health center|01,86,ND,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Maybrazio Health post,ET010206|maybrazio health post|01,16,33,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Wukromaray primary Hospital,ET010206|wukromaray primary hospital|01,ND,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Lailay Maichew,ET010205,Seglamen health post,ET010205|seglamen health post|01,19,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Dorale Health Post,ET050605|dorale health post|01,19,58,1,1,120.0,90.0,1.0,1.0,-30.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Niri Health Post,ET050605|niri health post|01,44,91,1,1,120.0,120.0,1.0,1.0,0.0,,,,,1.0,1.0
Tigray,Central,Adet,ET010207,Betesemati health post,ET010207|betesemati health post|01,5,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,K/awhi Health Post,ET010207|k/awhi health post|01,7,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Seka Health Post,ET010207|seka health post|01,1,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Semema Primary hospital,ET010207|semema primary hospital|01,25,32,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Gundi,ET010207|gundi|01,9,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Adiselam health post,ET010207|adiselam health post|01,17,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Lega Hidha,ET042102,Harkiso,ET042102|harkiso|01,14,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Adet,ET010207,Rubay,ET010207|rubay|01,26,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,E/berhe health center,ET010207|e/berhe health center|01,40,53,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Bale,Lega Hidha,ET042102,Doya Abu,ET042102|doya abu|01,44,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Adet,ET010207,Saberuba Health Post,ET010207|saberuba health post|01,15,32,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Tisha Health Post,ET010206|tisha health post|01,12,16,1,1,7.0,0.0,0.0,0.0,-7.0,,,,,0.0,0.0
Oromia,East Bale,Lega Hidha,ET042102,Adele,ET042102|adele|01,33,58,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Central,Tahtay Maychew,ET010206,Hadush Adi Health  Post,ET010206|hadush adi health post|01,11,26,1,1,7.0,0.0,0.0,0.0,-7.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Dimbaza Health  center,ET010206|dimbaza health center|01,8,14,1,1,7.0,0.0,0.0,0.0,-7.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Adikebekli Health Center,ET010207|adikebekli health center|01,29,46,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Afdub Health,ET050605|afdub health|01,161,99,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,1.0,1.0
Oromia,Bale,Gura Dhamole,ET041115,Jibo samo health post,ET041115|jibo samo health post|01,14,7,1,1,90.0,20.0,1.0,0.0,-70.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Maysiyea,ET010206|maysiyea|01,19,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Aqabiseat,ET010206|aqabiseat|01,43,36,1,1,12.0,5.0,0.0,0.0,-7.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Shinako,ET010207|shinako|01,38,16,1,1,5.0,7.0,0.0,0.0,2.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Mayatsmi Health Center,ET010206|mayatsmi health center|01,25,32,1,1,21.0,12.0,0.0,0.0,-9.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Adigura Health Post,ET010206|adigura health post|01,18,34,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Ferima Health Centet,ET010206|ferima health centet|01,8,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Tahtay Maychew,ET010206,Ferima Health Post,ET010206|ferima health post|01,20,21,1,1,7.0,0.0,0.0,0.0,-7.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Jira,ET010207|jira|01,27,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Maydaniya,ET010207|maydaniya|01,9,19,1,1,0.0,10.0,0.0,0.0,10.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,D/genet,ET010207|d/genet|01,27,25,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Adet,ET010207,Humor Health post,ET010207|humor health post|01,31,35,1,1,68.0,65.0,1.0,1.0,-3.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Wayu Hora,ET041116|wayu hora|01,10,3,1,1,30.0,7.0,0.0,0.0,-23.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Waltai saida,ET041116|waltai saida|01,8,11,1,1,0.0,7.0,0.0,0.0,7.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Angetu,ET041111|angetu|01,86,82,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Guto Gida,ET040213,Kajjela health post,ET040213|kajjela health post|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Guto Gida,ET040213,Eba HC,ET040213|eba hc|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Bareda HC,ET040211|bareda hc|01,40,103,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Raydab Health,ET050605|raydab health|01,15,25,1,1,90.0,30.0,1.0,0.0,-60.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Jaqdhor Health,ET050605|jaqdhor health|01,19,14,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Bohol-aways,ET050605|bohol-aways|01,31,23,1,1,0.0,30.0,0.0,0.0,30.0,,,,,1.0,1.0
Oromia,Bale,Harana Buluk,ET041111,Buluk,ET041111|buluk|01,46,53,1,1,40.0,30.0,1.0,0.0,-10.0,,,,,0.0,0.0
Oromia,Bale,Harana Buluk,ET041111,Hero,ET041111|hero|01,16,15,1,1,40.0,40.0,1.0,1.0,0.0,,,,,0.0,0.0
Somali,Shebele,Kelafo,ET050605,Kalaman Health,ET050605|kalaman health|01,34,55,1,1,60.0,60.0,1.0,1.0,0.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Alow-igarsi Health,ET050605|alow-igarsi health|01,59,73,1,1,30.0,60.0,0.0,1.0,30.0,,,,,1.0,1.0
Somali,Shebele,Kelafo,ET050605,Musodon Health,ET050605|musodon health|01,33,61,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Somali,Liben,Dolo-Ado,ET050902,Suftu health center,ET050902|suftu health center|01,32,49,1,1,20.0,15.0,0.0,0.0,-5.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Boriyale health post,ET050902|boriyale health post|01,20,24,1,1,21.0,25.0,0.0,0.0,4.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Dhaytuli health post,ET050902|dhaytuli health post|01,15,18,1,1,15.0,21.0,0.0,0.0,6.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Wadluhube health center,ET050902|wadluhube health center|01,31,24,1,1,18.0,25.0,0.0,0.0,7.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Rama health center,ET050902|rama health center|01,37,38,1,1,20.0,27.0,0.0,0.0,7.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Qurarey health post,ET050902|qurarey health post|01,20,23,1,1,19.0,21.0,0.0,0.0,2.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Erer Health Center,ET050104|erer health center|01,40,92,1,1,60.0,35.0,1.0,1.0,-25.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Kendaras Health post,ET050104|kendaras health post|01,33,24,1,1,65.0,67.0,1.0,1.0,2.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Bila Health Post,ET050104|bila health post|01,44,19,1,1,65.0,47.0,1.0,1.0,-18.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Hurso Health Center,ET050104|hurso health center|01,39,31,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Bur-amino health post,ET050902|bur-amino health post|01,18,22,1,1,25.0,30.0,0.0,0.0,5.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Kole health center,ET050902|kole health center|01,31,35,1,1,25.0,30.0,0.0,0.0,5.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Galo HC,ET040211|galo hc|01,5,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Oda HP,ET040211|oda hp|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Mada Jalala,ET040211|mada jalala|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,1.0
Somali,Afder,Dolo-Bay,ET050808,Edhadhami health center,ET050808|edhadhami health center|01,42,29,1,1,50.0,30.0,1.0,0.0,-20.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Gubadley,ET050808|gubadley|01,20,31,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Helobuli,ET050808|helobuli|01,19,15,1,1,30.0,25.0,0.0,0.0,-5.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Heloquran Health center,ET050808|heloquran health center|01,22,19,1,1,0.0,26.0,0.0,0.0,26.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Dolo bay Health center,ET050808|dolo bay health center|01,110,81,1,1,15.0,60.0,0.0,1.0,45.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Madhar,ET050808|madhar|01,32,65,1,1,28.0,0.0,0.0,0.0,-28.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Hantadu health center,ET050808|hantadu health center|01,22,16,1,1,90.0,60.0,1.0,1.0,-30.0,,,,,0.0,0.0
Somali,Afder,Dolo-Bay,ET050808,Qorahey Health post,ET050808|qorahey health post|01,25,31,1,1,140.0,180.0,1.0,1.0,40.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Jimata HC,ET040211|jimata hc|01,58,54,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,1.0
Somali,Liben,Dolo-Ado,ET050902,Bardaley health post,ET050902|bardaley health post|01,18,22,1,1,30.0,23.0,0.0,0.0,-7.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Aydora Health center,ET050104|aydora health center|01,33,24,1,1,50.0,30.0,1.0,0.0,-20.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Megala ad Health post,ET050104|megala ad health post|01,2,10,1,1,90.0,65.0,1.0,1.0,-25.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Halsho Health Post,ET050104|halsho health post|01,ND,5,1,1,5.0,180.0,0.0,1.0,175.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Tabci Health Post,ET050104|tabci health post|01,ND,5,1,1,60.0,180.0,1.0,1.0,120.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Anger HC,ET040211|anger hc|01,162,34,1,1,21.0,21.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Sasiga,ET040211,Haro Gudina HP,ET040211|haro gudina hp|01,ND,ND,1,1,180.0,90.0,1.0,1.0,-90.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Gare,ET041116|gare|01,52,25,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Liben,Dolo-Ado,ET050902,Dollo Ado primary hospital,ET050902|dollo ado primary hospital|01,125,110,1,1,8.0,7.0,0.0,0.0,-1.0,,,,,1.0,1.0
Somali,Sitti,Afdam,ET050105,Afdam Health Center,ET050105|afdam health center|01,138,51,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Sitti,Afdam,ET050105,Sisalow Health Post,ET050105|sisalow health post|01,19,34,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Bale Dorani,ET041116|bale dorani|01,55,27,1,1,0.0,15.0,0.0,0.0,15.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Goro health center,ET041116|goro health center|02,35,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Melka Buta,ET041116|melka buta|01,0,0,0,0,,,,,,,,,,,
Somali,Korahe,Shilabo,ET050503,Karsooni Health Post,ET050503|karsooni health post|01,32,50,1,1,138.0,156.0,1.0,1.0,18.0,,,,,0.0,1.0
Somali,Korahe,Shilabo,ET050503,Lasoole Health Post,ET050503|lasoole health post|01,41,27,1,1,12.0,25.0,0.0,0.0,13.0,,,,,1.0,1.0
Somali,Korahe,Shilabo,ET050503,Mirkaynan Health Post,ET050503|mirkaynan health post|01,27,32,1,1,12.0,11.0,0.0,0.0,-1.0,,,,,1.0,1.0
Somali,Korahe,Shilabo,ET050503,Danbacad Health Post,ET050503|danbacad health post|01,29,27,1,1,19.0,15.0,0.0,0.0,-4.0,,,,,1.0,1.0
Somali,Korahe,Shilabo,ET050503,Shilabo Health Center,ET050503|shilabo health center|01,61,64,1,1,13.0,19.0,0.0,0.0,6.0,,,,,1.0,1.0
Somali,Korahe,Shilabo,ET050503,Cirgudban Health Center,ET050503|cirgudban health center|01,61,38,1,1,11.0,13.0,0.0,0.0,2.0,,,,,1.0,1.0
Oromia,Bale,Goro,ET041116,Alemkarm,ET041116|alemkarm|01,18,21,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Asbuli Health center,ET050104|asbuli health center|01,26,52,1,1,30.0,35.0,0.0,1.0,5.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Gadula,ET041114|gadula|01,22,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Urdala Health Post,ET050104|urdala health post|01,5,9,1,1,45.0,120.0,1.0,1.0,75.0,,,,,0.0,0.0
Somali,Sitti,Afdam,ET050105,Elder Health Post,ET050105|elder health post|01,31,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Meti,ET041114|meti|01,0,0,0,0,,,,,,,,,,,
Oromia,Bale,Barbare,ET041114,Harawa,ET041114|harawa|01,0,0,0,0,,,,,,,,,,,
Oromia,East Wollega,Guto Gida,ET040213,Horo Alaltu,ET040213|horo alaltu|01,48,72,1,1,120.0,120.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Wollega,Guto Gida,ET040213,Gadisa Oda,ET040213|gadisa oda|01,62,62,1,1,120.0,120.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Haro Dumal,ET041114|haro dumal|01,52,20,1,1,0.0,21.0,0.0,0.0,21.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Gora Hido,ET041114|gora hido|01,79,49,1,1,0.0,15.0,0.0,0.0,15.0,,,,,0.0,0.0
Somali,Sitti,Erar,ET050104,Gadwayn Health post,ET050104|gadwayn health post|01,9,8,1,1,120.0,90.0,1.0,1.0,-30.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Tayitu Tulu,ET041116|tayitu tulu|01,1,7,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Melka Beldo,ET041116|melka beldo|01,35,28,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Walta'i Deresa,ET041114|walta'i deresa|01,132,70,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Dadimos Bidik,ET041116|dadimos bidik|01,2,5,1,1,20.0,0.0,0.0,0.0,-20.0,,,,,0.0,0.0
Oromia,Bale,Barbare,ET041114,Burkitu,ET041114|burkitu|01,36,7,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Oromia,Bale,Goro,ET041116,Gilinco,ET041116|gilinco|01,ND,ND,1,1,90.0,90.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 1,Assaita,ET020103,Barga HP,ET020103|barga hp|01,34,34,1,1,40.0,40.0,1.0,1.0,0.0,,,,,0.0,0.0
Afar,Zone 1,Assaita,ET020103,Barga Health Center,ET020103|barga health center|01,71,17,1,1,90.0,60.0,1.0,1.0,-30.0,,,,,0.0,0.0
Afar,Zone 1,Assaita,ET020103,Assa'ita Primary Hoaspital,ET020103|assa'ita primary hoaspital|01,176,160,1,1,14.0,7.0,0.0,0.0,-7.0,,,,,0.0,0.0
Afar,Zone 1,Assaita,ET020103,Wanis Health Post,ET020103|wanis health post|01,ND,ND,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
