adm3_pcode,Region,Zone,Woreda,NGO,activity_code,activity_raw,funding_status
ET041210,Oromia,Borena,Moyale (OR),International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041210,Oromia,Borena,Moyale (OR),International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010103,Tigray,North Western,Zana,International Medical Corps,SC,SAM (SC) Stabilization Centre,Fully funded
ET041210,Oromia,Borena,Moyale (OR),International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041210,Oromia,Borena,Moyale (OR),International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041290,Oromia,Borena,Guchi,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010103,Tigray,North Western,Zana,International Medical Corps,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010213,Tigray,Central,Axum town,Save the Children,CAPACITY,Capacity Building,Fully funded
ET041290,Oromia,Borena,Guchi,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010219,Tigray,Central,Emba Sieneti,Save the Children,CAPACITY,Capacity Building,Fully funded
ET041290,Oromia,Borena,Guchi,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041290,Oromia,Borena,Guchi,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010217,Tigray,Central,Hahayle,Save the Children,CAPACITY,Capacity Building,Fully funded
ET041291,Oromia,Borena,Dubluk,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,CAPACITY,Capacity Building,Fully funded
ET041291,Oromia,Borena,Dubluk,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041291,Oromia,Borena,Dubluk,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041291,Oromia,Borena,Dubluk,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010113,Tigray,North Western,Tsimbla,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010111,Tigray,North Western,Adi Daero,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010219,Tigray,Central,Emba Sieneti,Save the Children,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041009,Oromia,East Hararge,Meta,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041009,Oromia,East Hararge,Meta,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010105,Tigray,North Western,Asgede,International Rescue Committee,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041009,Oromia,East Hararge,Meta,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041009,Oromia,East Hararge,Meta,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010113,Tigray,North Western,Tsimbla,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010111,Tigray,North Western,Adi Daero,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050999,Somali,Liban,Bokolmayo,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050999,Somali,Liban,Bokolmayo,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010105,Tigray,North Western,Asgede,International Rescue Committee,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020207,Afar,Kilbati /Zone2,Afdera,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020207,Afar,Kilbati /Zone2,Afdera,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030520,Amhara,North Shewa (AM),Debre Berhan town,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020208,Afar,Kilbati /Zone2,Bidu,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020208,Afar,Kilbati /Zone2,Bidu,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041003,Oromia,East Hararge,Gursum (OR),Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041003,Oromia,East Hararge,Gursum (OR),Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET031109,Amhara,Central Gondar,Wegera,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET031109,Amhara,Central Gondar,Wegera,GOAL Ethiopia,SC,SAM (SC) Stabilization Centre,Fully funded
ET041295,Oromia,Borena,Elwaya,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041295,Oromia,Borena,Elwaya,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041211,Oromia,Borena,Dire,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041207,Oromia,Borena,Yabelo,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041207,Oromia,Borena,Yabelo,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030312,Amhara,North Wello,Gazo,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041291,Oromia,Borena,Dubluk,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041291,Oromia,Borena,Dubluk,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,SC,SAM (SC) Stabilization Centre,Fully funded
ET030312,Amhara,North Wello,Gazo,GOAL Ethiopia,SC,SAM (SC) Stabilization Centre,Fully funded
ET030312,Amhara,North Wello,Gazo,GOAL Ethiopia,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030312,Amhara,North Wello,Gazo,GOAL Ethiopia,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030313,Amhara,North Wello,Angot,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030313,Amhara,North Wello,Angot,GOAL Ethiopia,SC,SAM (SC) Stabilization Centre,Fully funded
ET010101,Tigray,North Western,Tahtay Adiyabo,International Medical Corps,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030313,Amhara,North Wello,Angot,GOAL Ethiopia,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030313,Amhara,North Wello,Angot,GOAL Ethiopia,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030304,Amhara,North Wello,Meket,GOAL Ethiopia,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030304,Amhara,North Wello,Meket,GOAL Ethiopia,SC,SAM (SC) Stabilization Centre,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Medical Corps,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Medical Corps,SC,SAM (SC) Stabilization Centre,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Medical Corps,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Medical Corps,NUTRITION,Nutrition Supplement/medicine,Fully funded
